t_center,regime,regime_name,offline_static_f1,offline_periodic_f1,online_adaptive_f1,config
13015,1,R1 latency regression,0.3516483516483517,1.0,0.9894736842105263,C4
13265,1,R1 latency regression,0.1935483870967742,1.0,1.0,C4
13515,1,R1 latency regression,0.2737642585551331,1.0,0.9714285714285714,C4
13765,1,R1 latency regression,0.2932330827067669,1.0,0.987012987012987,C4
14015,1,R1 latency regression,0.32967032967032966,0.9887640449438202,0.9655172413793104,C4
14265,1,R1 latency regression,0.05286343612334802,1.0,0.9230769230769231,C4
14515,1,R1 latency regression,0.36042402826855124,0.9696969696969697,0.98,C4
14765,1,R1 latency regression,0.5749235474006116,0.9893617021276596,0.978494623655914,C4
15015,1,R1 latency regression,0.4850498338870432,0.993103448275862,0.9793103448275862,C4
15265,1,R1 latency regression,0.22672064777327935,0.9824561403508771,1.0,C4
15515,1,R1 latency regression,0.1927710843373494,0.9583333333333334,0.9787234042553191,C4
15765,1,R1 latency regression,0.10126582278481013,1.0,1.0,C4
16015,1,R1 latency regression,0.13793103448275862,0.967741935483871,0.967741935483871,C4
16265,1,R1 latency regression,0.3,0.987012987012987,0.961038961038961,C4
16515,1,R1 latency regression,0.04405286343612335,1.0,1.0,C4
16765,1,R1 latency regression,0.19047619047619047,0.9411764705882353,0.9787234042553191,C4
17015,1,R1 latency regression,0.4271186440677966,0.9841269841269841,0.9838709677419355,C4
17265,1,R1 latency regression,0.26900584795321636,0.9777777777777777,0.9565217391304348,C4
17515,2,R2 scale-out,0.7761194029850746,0.8529411764705882,0.9736842105263158,C4
17765,2,R2 scale-out,0.5882352941176471,0.9473684210526315,0.9620253164556962,C4
18015,2,R2 scale-out,0.6527777777777778,0.9069767441860465,0.967032967032967,C4
18265,2,R2 scale-out,0.7766990291262136,0.9333333333333333,0.9625,C4
